,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,drug_conc
0,0.0,0.0,0.0,0.2294991072487188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18891867020057185,0.0,10000
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
2,0.0,0.0,0.0,0.0,0.0,0.030675254000650434,0.0,0.09373497067824836,0.0,0.0,0.11570925743681898,0.0,0.0,0.0,0.0,0.16525863994501988,400
3,0.0,0.0,0.0,0.14489248651204958,0.0,0.03140056929356439,0.0,0.10924090790509285,0.0,0.02917836243978925,0.0,0.16319838907144804,0.0,0.0,0.0,0.4260442900718093,80
4,0.0,0.0893759561961512,0.0,0.05985395300998912,0.01955867201254709,0.029568424656229768,0.1436708490807705,0.08327320462145175,0.0,0.028356664851828188,0.0,0.12366604623745286,0.0,0.0,0.0,0.14443744886594612,16
5,0.0,0.02810600516583408,0.08794389548243076,0.03432991245572414,0.0,0.03419346046696152,0.12316302819631698,0.09146031666106423,0.0,0.032487182762621386,0.0,0.11513946730621398,0.04784619657860738,0.026286575715155868,0.25991568895752476,0.2427616367166842,3.2
6,0.0,0.017455415617692864,0.030675928325458023,0.05442213680597748,0.03557477817582291,0.022963511133462237,0.11950967491335224,0.10466547634448047,0.1552017002021933,0.02362542877680891,0.08277070165598212,0.1000001093521052,0.03672527171285787,0.02535864051523269,0.14674906910045446,0.14202986984198876,0.64
7,0.0,0.029546616454838207,0.041650613220700544,0.07020045769156609,0.029354468504144776,0.04000452757003376,0.0277934991155939,0.071005930867731,0.02506627881277885,0.036588726858295964,0.027584807547909294,0.07166250598770182,0.03554574399986969,0.022174302763856502,0.09612431701661071,0.1619854789837464,0.128
8,0.0,0.010240488013912252,0.06407872938752482,0.1859967248543045,0.035548512846309756,0.04137429992695108,0.07232927274452274,0.0640204141915752,0.029142570590090584,0.043322673695029484,0.05576400656692897,0.08100924564771889,0.02961906485441355,0.02646751940360292,0.07034609391929933,0.1681079137631138,0.0256
9,0.21646773955759835,0.016078971524185005,0.0830739065179387,0.06078410592505617,0.036251839525073694,0.051816439700848316,0.023591606485851103,0.074681366053592,0.027886811746389836,0.09568453257080384,0.0424232789195556,0.11884780109446177,0.029842135330610337,0.025325875913622713,0.2295508696039379,0.06715980270145347,0.00512
10,0.24910474907915978,0.016891783567417773,0.02651451964084409,0.04945655090484532,0.030105136636393647,0.03992303910242127,0.01837286386883923,0.07047232803847654,0.020607364681628416,0.07220331373376183,0.03635955482063631,0.13419804478716438,0.02119738565749765,0.022121146959614323,0.1072352207809479,0.14330394405644872,0
11,0.0,0.021863993506203376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3825721183349454,0.16279359245700936,0.23383085099840373,control
