,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,drug_conc
0,0.0,0.0,0.0,0.3536447603881744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019625536729942,0.0,10000
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000
2,0.0,0.0,0.0,0.0,0.0,0.8902987551159387,0.0,0.9500337993082214,0.0,0.0,0.12369839937331469,0.0,0.0,0.0,0.0,0.8715999206865903,400
3,0.0,0.0,0.0,1.0393058437211216,0.0,0.9265065393479147,0.0,0.8310199183193026,0.0,0.9678322631314435,0.0,1.0543112993851151,0.0,0.0,0.0,1.1746622106954745,80
4,0.0,0.9560023237869696,0.0,0.9703872010431758,0.024739980627135272,0.9318076066417912,0.15359059820775686,0.7742623891769309,0.0,0.9955928166267066,0.0,0.9602304593568657,0.0,0.0,0.0,0.8318771340432332,16
5,0.0,0.9948757534102592,0.17092009323155993,0.7901938096172212,0.0,0.8996994346510534,0.1316668154937705,0.8136037975152568,0.0,0.9325064901367557,0.0,0.875421687750283,1.326056687211501,0.8145363292501073,0.956004979050513,1.2144275190673932,3.2
6,0.0,1.0501435848750154,0.6001125493209513,0.8730592608520382,1.10718561497083,0.842142853854503,0.8492601781064577,0.7676815940959367,1.1260268502744248,1.0196206972033395,0.08848560207416219,0.7049672438018366,1.2101974092850447,0.8564656164222217,0.74492466909497,0.9717818469004855,0.64
7,0.0,1.0352753339482637,0.6454947768991532,0.873336834113912,1.1550681933767544,0.8512394749333134,0.9965334660819442,0.6590055625198495,1.2713991037038617,0.909864668668531,0.8505904362003209,0.7372816267218208,1.2603003990528414,0.8943486500914039,0.6096685990926082,1.080940601952042,0.128
8,0.0,1.015498253159336,0.6070346188005891,0.9544316088338898,1.1871267927976947,0.8406764421123827,0.9244292236730417,0.6207048635594945,1.2841366191900625,0.9647887861205515,0.793548750404788,0.6556989529168008,1.2286982281661003,0.8621668180470099,0.5605636181109435,1.0057121258206623,0.0256
9,0.29987956339886107,0.9938899530188434,0.6468762457914962,0.9772752250253248,1.161648053418101,0.8900047517468497,0.977924800036788,0.6740387069322636,1.2775670727813235,0.9589723024069124,0.8293900101266742,0.8212010089364092,1.1417035164096918,0.8551254244070002,0.7523266975237797,0.6447178327324911,0.00512
10,1.3627516148461596,0.9803154614305452,0.8016691671074934,0.9698529281371511,1.1135593536362647,0.8729657143524354,0.9955621249095897,0.7698892731243383,1.2035268665817789,0.8418903473143395,0.912123156608881,0.969491136083336,1.0695709956873412,0.8705459619273597,0.5926352603517504,0.8255034746003973,0
11,1.081073800524152,1.1416824401733945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082077356670169,0.26584082327617964,0.46766170199680746,control
